100,0.1000008583068848,0.04999995231628418
200,0.1200010776519775,0.06999993324279785
300,0.1230010986328125,0.06999993324279785
400,0.1299998760223389,0.08100008964538574
500,0.119999885559082,0.1100001335144043
600,0.121999979019165,0.1100010871887207
700,0.130000114440918,0.119999885559082
800,0.1299998760223389,0.1419999599456787
900,0.1399998664855957,0.150001049041748
1000,0.1399998664855957,0.1500000953674316
1100,0.1500000953674316,0.1699998378753662
1200,0.1399998664855957,0.1830000877380371
1300,0.1600000858306885,0.1899998188018799
1400,0.1630020141601562,0.2100000381469727
1500,0.1599998474121094,0.2200009822845459
1600,0.1600000858306885,0.2300000190734863
1700,0.1600000858306885,0.2420029640197754
1800,0.1800000667572021,0.2599999904632568
1900,0.1899998188018799,0.2760031223297119
2000,0.1800000667572021,0.280001163482666
2100,0.190000057220459,0.2900011539459229
2200,0.1820008754730225,0.3220000267028809
2300,0.2000010013580322,0.312000036239624
2400,0.2000010013580322,0.3499999046325684
2500,0.2019999027252197,0.3600010871887207
2600,0.2200000286102295,0.3500010967254639
2700,0.2200000286102295,0.380000114440918
2800,0.2350029945373535,0.4090008735656738
2900,0.2310011386871338,0.4199998378753662
3000,0.2300009727478027,0.4000000953674316
3100,0.2480027675628662,0.4300010204315186
3200,0.2560009956359863,0.4399998188018799
3300,0.2609999179840088,0.4500010013580322
3400,0.2699999809265137,0.4840009212493896
3500,0.2599999904632568,0.4900009632110596
3600,0.2700009346008301,0.5030019283294678
3700,0.2830021381378174,0.516002893447876
3800,0.2799999713897705,0.5200009346008301
3900,0.2899999618530273,0.546004056930542
4000,0.3040018081665039,0.5400002002716064
4100,0.309999942779541,0.5770010948181152
4200,0.3100011348724365,0.5800008773803711
4300,0.3100011348724365,0.6070020198822021
4400,0.3410000801086426,0.6300008296966553
4500,0.340001106262207,0.6540019512176514
4600,0.3520009517669678,0.6670029163360596
4700,0.3530011177062988,0.6700010299682617
4800,0.3500001430511475,0.6670019626617432
4900,0.3570001125335693,0.7100009918212891
5000,0.3710010051727295,0.7460019588470459
